"Area","Family","Feature","Identifier","Dialects","Advertised","Implemented","TestCoverage","CurrentStatus","Priority","SpecRef","Source","Notes"
"SMB2/3","Query Info","File Full EA Information","FILE_FULL_EA_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1522-1525","Needs enumeration and truncation behavior coverage."
"SMB2/3","Query Info","File Position Information","FILE_POSITION_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P4","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1526-1530","Low-risk but needs exact offset semantics validation."
"SMB2/3","Query Info","File Mode Information","FILE_MODE_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1531-1535","Needs mode bit truthfulness validation."
"SMB2/3","Query Info","File Compression Information","FILE_COMPRESSION_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1536-1540","Needs alignment with FSCTL compression semantics."
"SMB2/3","Query Info","File Object ID Information","FILE_OBJECT_ID_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1541-1545","Needs alignment with object-id FSCTL behavior."
"SMB2/3","Query Info","File Reparse Point Information","FILE_REPARSE_POINT_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1546-1550","Depends on reparse-point FSCTL completeness."
"SMB2/3","Query Info","File Attribute Tag Information","FILE_ATTRIBUTE_TAG_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1551-1554","Needs reparse-tag truthfulness validation."
"SMB2/3","Query Info","File Standard Link Information","FILE_STANDARD_LINK_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1555-1558","Needs hardlink-count and delete-pending semantics validation."
"SMB2/3","Query Info","File ID Information","FILE_ID_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1559-1565","Needs stable file-id behavior coverage."
"SMB2/3","Query Info","File Stat LX Information","FILE_STAT_LX_INFORMATION","3.1.1","implicit","yes","sparse","partial","P1","WSL/POSIX extensions","src/protocol/smb2/smb2_query_set.c:1577-1590","Needs Linux metadata interoperability validation."
"SMB2/3","Query Info","File Case Sensitive Information","FILE_CASE_SENSITIVE_INFORMATION","3.1.1","implicit","yes","sparse","partial","P2","WSL/POSIX extensions","src/protocol/smb2/smb2_query_set.c:1591-1607","Needs per-directory casefolding semantics validation."
"SMB2/3","Query Info","Filesystem Device Information","FS_DEVICE_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1672-1688","Needs exact device characteristics validation."
"SMB2/3","Query Info","Filesystem Attribute Information","FS_ATTRIBUTE_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1689-1726","Capability bits must remain truthful."
"SMB2/3","Query Info","Filesystem Volume Information","FS_VOLUME_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1727-1753","Needs label and serial validation."
"SMB2/3","Query Info","Filesystem Size Information","FS_SIZE_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1754-1775","Needs free-space semantics validation."
"SMB2/3","Query Info","Filesystem Full Size Information","FS_FULL_SIZE_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1776-1793","Needs quota-aware free-space behavior coverage."
"SMB2/3","Query Info","Filesystem Object ID Information","FS_OBJECT_ID_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1794-1819","Needs exact structure semantics validation."
"SMB2/3","Query Info","Filesystem Sector Size Information","FS_SECTOR_SIZE_INFORMATION","3.0-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1820-1841","Needs storage topology truthfulness review."
"SMB2/3","Query Info","Filesystem Control Information","FS_CONTROL_INFORMATION","3.0-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1842-1861","Needs quota/threshold field semantics validation."
"SMB2/3","Query Info","Filesystem POSIX Information","FS_POSIX_INFORMATION","3.1.1","implicit","yes","sparse","partial","P1","SMB3 POSIX extensions","src/protocol/smb2/smb2_query_set.c:1862-1879","Needs Linux client interoperability proof."
"SMB2/3","Set Info","File Basic Information","FILE_BASIC_INFORMATION(set)","2.0.2-3.1.1","implicit","yes","moderate","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3734-3740","Needs timestamp/attribute mutation interop coverage."
"SMB2/3","Set Info","File Allocation Information","FILE_ALLOCATION_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3741-3748","Needs preallocation semantics validation."
"SMB2/3","Set Info","File End Of File Information","FILE_END_OF_FILE_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3749-3756","Needs truncate semantics validation."
"SMB2/3","Set Info","File Rename Information","FILE_RENAME_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3757-3766","Needs overwrite and share-mode semantics coverage."
"SMB2/3","Set Info","File Rename Information Bypass Access Check","FILE_RENAME_INFORMATION_BYPASS_ACCESS_CHECK","2.0.2-3.1.1","implicit","yes","sparse","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3757-3766","Needs privilege and access-bypass semantics validation."
"SMB2/3","Set Info","File Rename Information Ex","FILE_RENAME_INFORMATION_EX","3.1.1","implicit","yes","sparse","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3767-3776","POSIX rename semantics need direct interop closure."
"SMB2/3","Set Info","File Rename Information Ex Bypass Access Check","FILE_RENAME_INFORMATION_EX_BYPASS_ACCESS_CHECK","3.1.1","implicit","yes","sparse","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3767-3776","Needs privilege and POSIX rename interaction coverage."
"SMB2/3","Set Info","File Link Information","FILE_LINK_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3777-3787","Needs hardlink creation semantics coverage."
"SMB2/3","Set Info","File Link Information Bypass Access Check","FILE_LINK_INFORMATION_BYPASS_ACCESS_CHECK","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3777-3787","Needs privilege semantics validation."
"SMB2/3","Set Info","File Disposition Information","FILE_DISPOSITION_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3788-3795","Needs delete-on-close and share-mode interop coverage."
"SMB2/3","Set Info","File Disposition Information Ex","FILE_DISPOSITION_INFORMATION_EX","3.1.1","implicit","yes","sparse","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3796-3803","POSIX delete semantics need direct interoperability proof."
"SMB2/3","Set Info","File Full EA Information","FILE_FULL_EA_INFORMATION(set)","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3804-3817","Needs EA mutation semantics coverage."
"SMB2/3","Set Info","File Position Information","FILE_POSITION_INFORMATION(set)","2.0.2-3.1.1","implicit","yes","sparse","partial","P4","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3818-3824","Low-risk but still needs exact semantics validation."
"SMB2/3","Set Info","File Mode Information","FILE_MODE_INFORMATION(set)","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3825-3831","Needs mode-bit acceptance and rejection coverage."
"SMB2/3","Set Info","File Object ID Information","FILE_OBJECT_ID_INFORMATION(set)","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3832-3833","Needs coherence with FSCTL object-id operations."
"SMB2/3","Set Info","File Valid Data Length Information","FILE_VALID_DATA_LENGTH_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:3834","Needs privilege and zero-fill semantics validation."
"SMB2/3","Info Type","Security Information Type","SMB2_O_INFO_SECURITY","2.0.2-3.1.1","implicit","yes","sparse","partial","P1","MS-SMB2; MS-DTYP","src/protocol/smb2/smb2_query_set.c:2164-2167,4055-4060","Needs owner/group/DACL/SACL query/set matrix coverage."
"SMB2/3","Info Type","Quota Information Type","SMB2_O_INFO_QUOTA","2.0.2-3.1.1","implicit","yes","sparse","partial","P1","MS-SMB2; MS-FSCC","src/protocol/smb2/smb2_query_set.c:2168-2174,4061-4064","Quota semantics remain unproven."
"Transport","RDMA","Negotiated transport metadata","SMB Direct negotiate response","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-SMBD","src/transport/transport_rdma.c:2515-2708","Needs wire-level negotiation validation."
"Transport","RDMA","Credit flow control","SMB Direct credits","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-SMBD","src/transport/transport_rdma.c:2645-2802","Needs high-load credit accounting coverage."
"Transport","RDMA","RDMA read/write path","SMB Direct data transfer","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-SMBD","src/transport/transport_rdma.c:2132-2396","Needs payload integrity and large-I/O coverage."
"Transport","RDMA","Transform wrapping","SMB Direct transform header","3.1.1","yes","partial","moderate","partial","P0","MS-SMBD","src/transport/transport_rdma.c:1797-2045; src/protocol/smb2/smb2_read_write.c","Unsupported transform negotiation is suppressed and transformed SMB2 RDMA channels are explicitly rejected, so the transport is truthful. Full RDMA transform header crypto is still open."
"Transport","QUIC","Initial and Handshake packets","QUIC handshake packets","3.1.1","yes","yes","sparse","partial","P1","RFC 9000/9001; MS-SMB2 Appendix C","src/transport/transport_quic.c:547-877","Needs interoperability proof against real clients."
"Transport","QUIC","Stateless Retry","QUIC retry token","3.1.1","yes","yes","sparse","partial","P2","RFC 9000","src/transport/transport_quic.c:347-360","Needs client retry interoperability coverage."
"Transport","QUIC","Handshake delegation IPC","SMBD_QUIC generic netlink","3.1.1","yes","yes","moderate","partial","P1","Project transport contract","src/transport/transport_quic.c; ksmbd-tools/mountd/ipc.c; ksmbd-tools/mountd/quic_picotls.c","The generic-netlink delegate now has a real picotls-backed handshake implementation and direct userspace regression coverage. Failure-mode and timeout coverage still need broader transport-level proof."
"Transport","QUIC","Stream framing","QUIC STREAM to SMB framing","3.1.1","yes","yes","sparse","partial","P1","MS-SMB2 Appendix C","src/transport/transport_quic.c:292-297,151-159","Needs fragmentation, FIN, and reassembly coverage."
"Transport","QUIC","Transport capability signaling","SMB over QUIC transport security","3.1.1","yes","yes","moderate","partial","P0","MS-SMB2","src/protocol/smb2/smb2_negotiate.c:539-551; src/transport/transport_quic.c","Secure-transport advertisement is now transport-owned and QUIC listener exposure is gated on a registered delegate. Remaining gap is live QUIC interop proof, not the old false-advertisement bug."
"Apple","AAPL","Server Query","kAAPL_SERVER_QUERY","2.1-3.1.1","yes","yes","sparse","partial","P1","Apple SMB extensions","src/include/protocol/smb2pdu.h:899-904; src/protocol/smb2/smb2fruit.c:308-339","Needs macOS Finder interoperability validation."
"Apple","AAPL","Volume Capabilities","kAAPL volume caps","2.1-3.1.1","yes","yes","sparse","partial","P1","Apple SMB extensions","src/protocol/smb2/smb2fruit.c:691-720","Advertised bits must stay truthful against feature support."
"Apple","AAPL","File Mode Context","AAPL file mode","2.1-3.1.1","yes","yes","sparse","partial","P2","Apple SMB extensions","src/include/protocol/smb2pdu.h:866-875; src/protocol/smb2/smb2fruit.c:293-301","Needs macOS metadata round-trip coverage."
"Apple","AAPL","Directory Hardlinks Context","AAPL dir hardlinks","2.1-3.1.1","yes","yes","sparse","partial","P2","Apple SMB extensions","src/include/protocol/smb2pdu.h:878-887; src/protocol/smb2/smb2fruit.c:297-301","Needs Finder behavior validation."
"Apple","AAPL","AFP_AfpInfo stream semantics","AFP_AfpInfo","2.1-3.1.1","yes","yes","sparse","partial","P1","Apple SMB extensions","src/protocol/smb2/smb2fruit.c:369-572","Needs exact FinderInfo persistence and stream behavior coverage."
"Apple","AAPL","Time Machine quota semantics","Time Machine quota","2.1-3.1.1","yes","yes","sparse","partial","P2","Apple SMB extensions","src/protocol/smb2/smb2fruit.c:573-629","Needs real Time Machine client interoperability coverage."
"Apple","AAPL","Resolve ID support","kAAPL_SUPPORT_RESOLVE_ID / FSCTL_AAPL_RESOLVE_ID","2.1-3.1.1","no","no","sparse","non-compliant","P1","Apple SMB extensions","src/protocol/smb2/smb2fruit.c:696-713; src/fs/vfs.c:2290","Full Apple compatibility target requires a real resolve-id operation."
"Apple","AAPL","Read Dir Attr capability","kAAPL_SUPPORTS_READ_DIR_ATTR","2.1-3.1.1","no","partial","sparse","non-compliant","P2","Apple SMB extensions","src/protocol/smb2/smb2fruit.c:103-106,773-776","Capability is intentionally not advertised and needs proper wire validation."
"RPC","DCE/RPC","Bind","DCERPC_PTYPE_RPC_BIND","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-RPCE","ksmbd-tools/mountd/rpc.c:1021-1270,1353-1357","Needs bind-context acceptance/rejection matrix coverage."
"RPC","DCE/RPC","Alter Context","DCERPC_PTYPE_RPC_ALTCONT","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-RPCE","ksmbd-tools/mountd/rpc.c:1206-1270,1353-1354","Needs alter-context interoperability validation."
"RPC","DCE/RPC","Bind Ack / Bind Nack","DCERPC_PTYPE_RPC_BINDACK / BINDNACK","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-RPCE","ksmbd-tools/mountd/rpc.c:1141-1270","Needs exact result and transfer-syntax negotiation validation."
"RPC","DCE/RPC","Request / Response dispatch","DCERPC_PTYPE_RPC_REQUEST / RESPONSE","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-RPCE","ksmbd-tools/mountd/rpc.c:921,1357-1420","Needs fragment sizing, fault behavior, and auth coverage."
"RPC","DCE/RPC","Association groups","assoc_group_id handling","SMB1-3.1.1","yes","yes","sparse","partial","P2","MS-RPCE","ksmbd-tools/mountd/rpc.c:1021-1023,1183-1192","Needs reconnect and multi-bind behavior validation."
"RPC","DCE/RPC","Fragmentation and reassembly","RPC fragment sizing","SMB1-3.1.1","implicit","partial","sparse","partial","P1","MS-RPCE","ksmbd-tools/mountd/rpc.c:1003-1035,1186-1222","Needs oversized request and multi-fragment interoperability proof."
"FSCTL","DFS","Get Referrals","FSCTL_DFS_GET_REFERRALS","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-DFSC","src/fs/ksmbd_dfs.c:499-505","Needs referral format/version and TTL validation."
"FSCTL","DFS","Get Referrals Ex","FSCTL_DFS_GET_REFERRALS_EX","SMB2/3","yes","yes","sparse","partial","P1","MS-DFSC","src/fs/ksmbd_dfs.c:499-505","Needs EX request parsing and target list validation."
"FSCTL","VSS","Enumerate Snapshots","FSCTL_SRV_ENUMERATE_SNAPSHOTS","SMB2/3","yes","yes","sparse","partial","P1","MS-SMB2; VSS behavior","src/fs/ksmbd_vss.c:714","Needs client-visible snapshot naming and count semantics validation."
"FSCTL","Resiliency","Request Resiliency","FSCTL_LMR_REQUEST_RESILIENCY","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-SMB2","src/fs/ksmbd_resilient.c:8-51,110","Needs durable-handle and reconnect interaction coverage."
"FSCTL","Reparse","Set Reparse Point","FSCTL_SET_REPARSE_POINT","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_reparse.c:1215","Needs tag-specific validation and symlink/junction interoperability coverage."
"FSCTL","Reparse","Get Reparse Point","FSCTL_GET_REPARSE_POINT","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_reparse.c:1221","Needs exact buffer packing and status behavior validation."
"FSCTL","Reparse","Delete Reparse Point","FSCTL_DELETE_REPARSE_POINT","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_reparse.c:1227","Needs tag matching and deletion semantics coverage."
"FSCTL","Virtual Disk","Query Shared Virtual Disk Support","FSCTL_QUERY_SHARED_VIRTUAL_DISK_SUPPORT","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_rsvd.c:593","Needs Hyper-V shared-VHDX interoperability validation."
"FSCTL","Virtual Disk","SVHDX Sync Tunnel Request","FSCTL_SVHDX_SYNC_TUNNEL_REQUEST","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_rsvd.c:598","Needs Hyper-V tunnel semantics validation."
"FSCTL","Virtual Disk","SVHDX Async Tunnel Request","FSCTL_SVHDX_ASYNC_TUNNEL_REQUEST","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_rsvd.c:603","Needs asynchronous tunnel semantics validation."
